Item ID,Name,Description,Tag 1,Tag 2,Tag 3
,Rock climbing,"Rock climbing is a sport in which participants climb up, down or across natural rock formations or artificial rock walls. The goal is to reach the summit of a formation or the endpoint of a usually pre-defined route without falling.",Sports,Activity,
,Bouldering,"Bouldering is a form of rock climbing that is performed on small rock formations or artificial rock walls without the use of ropes or harnesses. While bouldering can be done without any equipment, most climbers use climbing shoes to help secure footholds, chalk to keep their hands dry and to provide a firmer grip, and bouldering mats to prevent injuries from falls.",Sports,Activity,
,Free climbing,"Free climbing is a form of rock climbing in which the climber may use climbing equipment such as ropes and other means of climbing protection, but only to protect against injury during falls and not to assist progress. The climber makes progress by using physical ability to move over the rock via handholds and footholds.",Sports,Activity,
,Sport climbing,"Sport climbing is a form of rock climbing that may rely on permanent anchors fixed to the rock for protection, in which a rope that is attached to the climber is clipped into the anchors to arrest a fall, or that involves climbing short distances with a crash pad underneath as protection.",Sports,Activity,
,Speed climbing,"Speed climbing is a climbing discipline in which speed is the ultimate goal. Speed Climbing is done on rocks, walls and poles and is only recommended for highly skilled and experienced climbers.",Sports,Activity,
,Triathalon,"A triathlon is a multisport race with three continuous and sequential endurance races. While variations of the sport exist, the most common form includes swimming, cycling, and running over various distances.",Sports,Activity,
,Cycling (Sport),"Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport.",Sports,Activity,
,Sumo,"Sumo (Japanese: ??, Hepburn: sum?, [s?mo?], lit. ""striking one another"")[1] is a form of competitive full-contact wrestling where a rikishi (wrestler) attempts to force his opponent out of a circular ring (dohy?) or into touching the ground with any body part other than the soles of his feet (usually by throwing, shoving or pushing him down).",Sports,Activity,
,Wrestling,"Wrestling is a combat sport involving grappling-type techniques such as clinch fighting, throws and takedowns, joint locks, pins and other grappling holds. ",Sports,Activity,
,Boxing,"Boxing is a combat sport in which two people, usually wearing protective gloves, throw punches at each other for a predetermined amount of time in a boxing ring.",Sports,Activity,
,Karate,"Karate is now predominantly a striking art using punching, kicking, knee strikes, elbow strikes and open-hand techniques such as knife-hands, spear-hands and palm-heel strikes.",Sports,Activity,
,Kickboxing,"Kickboxing is a stand-up combat sport based on kicking and punching, historically developed from karate mixed with boxing.",Sports,Activity,
,Mixed martial arts,"Mixed martial arts (MMA) sometimes referred to as cage fighting, is a full-contact combat sport based on striking, grappling and ground fighting, made up from various combat sports and martial arts from around the world.",Sports,Activity,
,Axe throwing,"Axe throwing is a sport started in 2006 in a backyard in which the competitor throws an axe at a target, attempting to hit the bulls eye as near as possible. Axe throwing is an event in most lumberjack competitions.",Sports,Activity,
,Fencing,"Fencing is a group of three related combat sports. There are three forms of modern fencing, each of which uses a different kind of weapon and has different rules; thus the sport itself is divided into three competitive scenes: foil, épée, and sabre. Most competitive fencers choose to specialize in one weapon only.",Sports,Activity,
,Kendo,"Kendo is a traditional Japanese martial art, which descended from swordsmanship (kenjutsu) and uses bamboo swords (shinai) and protective armour (b?gu).",Sports,Activity,
,Kung fu,"Chinese martial arts, often named under the umbrella terms kung fu , kuoshu or wushu, are several hundred fighting styles that have developed over the centuries in China.",Sports,Activity,
,Pool (cue sport),"Pool is a classification of cue sports played on a table with six pockets along the rails, into which balls are deposited.",Sports,Activity,
,Snooker,"Snooker is a cue sport that originated among British Army officers stationed in India in the second half of the 19th century. It is played on a rectangular table covered with a green cloth (or ""baize""), with pockets at each of the four corners and in the middle of each long side. Using a cue stick and 21 coloured balls, players must strike the white ball (or ""cue ball"") to pot or pocket the remaining balls in the correct sequence, accumulating points for each pot.",Sports,Activity,
,Fishing,Fishing is the activity of trying to catch fish. Fish are normally caught in the wild.,Sports,Activity,
,Fly fishing,"Fly fishing is an angling method that uses a light-weight lure—called an artificial fly—to catch fish. The fly is cast using a fly rod, reel, and specialized weighted line. The light weight requires casting techniques significantly different from other forms of casting.",Sports,Activity,
,Disc golf,"Disc golf is a flying disc sport in which players throw a disc at a target; it is played using rules similar to golf. It is usually played on a course with 9 or 18 holes. Players complete a hole by throwing a disc from a tee area toward a target, throwing again from where the previous throw landed, until the target is reached. ",Sports,Activity,
,Soccer,"Football is a family of team sports that involve, to varying degrees, kicking a ball to score a goal.",Sports,Activity,
,Golf,Golf is a club-and-ball sport in which players use various clubs to hit balls into a series of holes on a course in as few strokes as possible.,Sports,Activity,
,Minigolf,"Miniature golf, also known as minigolf, mini-putt, midget golf, crazy golf, or putt-putt, is an offshoot of the sport of golf focusing solely on the putting aspect of its parent game. The aim of the game is to score the lowest number of points. It is played on courses consisting of a series of holes (usually a multiple of 9) similar to its parent, but characterized by their short length (usually within 10 yards from tee to cup).",Sports,Activity,
,Juggling,"Juggling is a physical skill, performed by a juggler, involving the manipulation of objects for recreation, entertainment, art or sport. The most recognizable form of juggling is toss juggling. Juggling can be the manipulation of one object or many objects at the same time, most often using one or two hands but also possible with feet.",Sports,Activity,
,Parkour,"Parkour is a training discipline using movement that developed from military obstacle course training. Practitioners, called tracers or traceurs, aim to get from one point to another in a complex environment, without assistive equipment and in the fastest and most efficient way possible.",Sports,Activity,
,Artistic gymnastics,"Artistic gymnastics is a discipline of gymnastics in which athletes perform short routines (ranging from about 30 to 90 seconds) on different apparatuses, with less time for vaulting.",Sports,Activity,
,Slacklining,"Slacklining refers to the act of walking, running or balancing along a suspended length of flat webbing that is tensioned between two anchors. Slacklining is similar to slack rope walking and tightrope walking. Slacklines differ from tightwires and tightropes in the type of material used and the amount of tension applied during use.",Sports,Activity,
,Water polo,"Water polo is a competitive team sport played in water between two teams. The game consists of four quarters in which the two teams attempt to score goals by throwing the ball into the opposing team's goal. The team with the most goals at the end of the game wins the match. Each team is made up of six field players and one goalkeeper. Excluding the goalkeeper, players participate in both offensive and defensive roles. Water polo is typically played in an all-deep pool so that players cannot touch the bottom.",Sports,Activity,
,Handball,"Handball (also known as team handball, European handball or Olympic handball) is a team sport in which two teams of seven players each (six outcourt players and a goalkeeper) pass a ball using their hands with the aim of throwing it into the goal of the other team. A standard match consists of two periods of 30 minutes, and the team that scores more goals wins.",Sports,Activity,
,Hunting,"Hunting is the practice of seeking, pursuing and capturing or killing wild animals. Hunting wildlife or feral animals is most commonly done by humans for meat, recreation, to remove predators that can be dangerous to humans or domestic animals, to remove pests that destroy crops or kill livestock, or for trade. Many non-human species also hunt - see predation.",Sports,Activity,
,Curling,"Curling is a sport in which players slide stones on a sheet of ice toward a target area which is segmented into four concentric circles. It is related to bowls, boules and shuffleboard. Two teams, each with four players, take turns sliding heavy, polished granite stones, also called rocks, across the ice curling sheet toward the house, a circular target marked on the ice.",Sports,Activity,
,Figure skating,"Figure skating is a sport in which individuals, pairs, or groups perform on figure skates on ice.",Sports,Activity,
,Ice hockey,"Ice hockey is a contact team sport played on ice, usually in a rink, in which two teams of skaters use their sticks to shoot a vulcanized rubber puck into their opponent's net to score goals. The sport is known to be fast-paced and physical, with teams usually fielding six players at a time: one goaltender, and five players who skate the span of the ice trying to control the puck and score goals against the opposing team.",Sports,Activity,
,Speed skating,Speed skating is a competitive form of ice skating in which the competitors race each other in travelling a certain distance on skates.,Sports,Activity,
,Parasailing,"Parasailing, also known as parascending or parakiting, is a recreational kiting activity where a person is towed behind a vehicle (usually a boat) while attached to a specially designed canopy wing that resembles a parachute, known as a parasail wing. The manned kite's moving anchor may be a car, truck, or boat. The harness attaches the pilot to the parasail, which is connected to the boat, or land vehicle, by the tow rope. The vehicle then drives off, carrying the parascender (or wing) and person into the air. If the boat is powerful enough, two or three people can parasail behind it at the same time. The parascender has little or no control over the parachute.",Sports,Activity,
,Hang gliding,"Hang gliding is an air sport or recreational activity in which a pilot flies a light, non-motorised foot-launched heavier-than-air aircraft called a hang glider. Most modern hang gliders are made of an aluminium alloy or composite frame covered with synthetic sailcloth to form a wing. Typically the pilot is in a harness suspended from the airframe, and controls the aircraft by shifting body weight in opposition to a control frame.",Sports,Activity,
,Kite Flying,Flying kites.,Sports,Activity,
,Amercan Football,"American football, referred to as football in the United States and Canada and also known as gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end. The offense, the team with possession of the oval-shaped football, attempts to advance down the field by running with the ball or passing it, while the defense, the team without possession of the ball, aims to stop the offense's advance and to take control of the ball for themselves.",Sports,Activity,
,Running,Running is a method of terrestrial locomotion allowing humans and other animals to move rapidly on foot. Running is a type of gait characterized by an aerial phase in which all feet are above the ground (though there are exceptions).,Sports,Activity,
,Squash,"Squash is a racket and ball sport played by two players in a four-walled court with a small, hollow rubber ball. The players alternate in striking the ball with their racquets onto the playable surfaces of the four walls of the court. The objective of the game is to hit the ball in such a way that the opponent is not able to play a valid return.",Sports,Activity,
,Marathon,"The marathon is a long-distance race with an official distance of 42.195 kilometres (26 miles 385 yards), usually run as a road race.",Sports,Activity,
,Sailing,"Sailing employs the wind—acting on sails, wingsails or kites—to propel a craft on the surface of the water (sailing ship, sailboat, windsurfer, or kitesurfer), on ice (iceboat) or on land (land yacht) over a chosen course, which is often part of a larger plan of navigation.",Sports,Activity,
,Skiing,"Skiing is a means of transport using skis to glide on snow. Variations of purpose include basic transport, a recreational activity, or a competitive winter sport.",Sports,Activity,
,Sledding,"Sledding, sledging or sleighing is a winter sport typically carried out in a prone or seated position on a vehicle generically known as a sled (North American), a sledge (British), or a sleigh. It is the basis of three Olympic sports: luge, skeleton and bobsledding.",Sports,Activity,
,Shooting sports,"Shooting sports is a collective group of competitive and recreational sporting activities involving proficiency tests of accuracy, precision and speed in shooting — the art of using various types of ranged weapons, mainly referring to man-portable guns (firearms and airguns, in forms such as handguns,[1] rifles[2] and shotguns[3]) and bows/crossbows.",Sports,Activity,
,Laser tag,Laser tag is a recreational shooting sport where participants use infrared-emitting light guns to tag designated targets. Infrared-sensitive signaling devices are commonly worn by each player to register hits and are sometimes integrated within the arena in which the game is played.,Sports,Activity,
,Paintball,Paintball is a competitive team shooting sport in which players eliminate opponents from play by hitting them with spherical dye-filled gelatin capsules called paintballs that break upon impact.,Sports,Activity,
,Hockey,Hockey is a sport in which two teams play against each other by trying to manoeuvre a ball or a puck into the opponent's goal using a hockey stick.,Sports,Activity,
,Lacrosse,"Lacrosse is a team sport played with a lacrosse stick and a lacrosse ball. It is the oldest organized sport in North America, with its origins in a tribal game played by the indigenous peoples of the Eastern Woodlands and by various other indigenous peoples of North America.",Sports,Activity,
,Polo,Polo is a horseback mounted team sport. It is one of the world's oldest known team sports. The game is played by two opposing teams with the objective of scoring goals by using a long-handled wooden mallet to hit a small hard ball through the opposing team's goal.,Sports,Activity,
,Capture the flag,"Capture the flag (CTF) is a traditional outdoor game where two teams each have a flag (or other marker) and the objective is to capture the other team's flag, located at the team's ""base,"" and bring it safely back to their own base. Enemy players can be ""tagged"" by players in their home territory and, depending on the rules, they may be out of the game, become members of the opposite team, sent back to their own territory, or frozen in place (""in jail"") until freed by a member of their own team.",Sports,Activity,
,Tag,"Tag (also called it, tig, tiggy, tips, tick, chasey or touch and go) is a playground game involving two or more players' chasing other players in an attempt to ""tag"" and mark them out of play, usually by touching with a hand.",Sports,Activity,
,Marco Polo,"Marco Polo is a form of tag played in a swimming pool. One player is chosen as ""It"". The ""It"" player, with closed eyes, tries to find and tag any one of the other players, relying on hearing to find someone to tag. The player who is ""It"" shouts ""Marco"" and the other players must all respond by shouting ""Polo"", which the ""It"" player uses to try to find them. If a player is tagged, then that player becomes ""It"".",Sports,Activity,
,Backpacking (hiking),"Backpacking is the outdoor recreation of carrying gear on one's back, while hiking for more than a day. It is often but not always an extended journey,[1] and may or may not involve camping outdoors. In North America tenting is common, where simple shelters and mountain huts widely found in Europe are rare.",Sports,Activity,
,Rafting,Rafting and white water rafting are recreational outdoor activities which use an inflatable raft to navigate a river or other body of water. This is often done on whitewater or different degrees of rough water.,Sports,Activity,
,Hiking,"Hiking is a long, vigorous walk, usually on trails or footpaths in the countryside. ""Hiking"" is the preferred term in Canada and the United States; the term ""walking"" is used in these regions for shorter, particularly urban walks.",Sports,Activity,
,Racewalking,"Racewalking, or race walking, is a long-distance discipline within the sport of athletics. Although it is a foot race, it is different from running in that one foot must appear to be in contact with the ground at all times.",Sports,Activity,
,Walking,Walking (also known as ambulation) is one of the main gaits of locomotion among legged animals. Walking is typically slower than running and other gaits.,Sports,Activity,
,Canoeing,Canoeing is an activity which involves paddling a canoe with a single-bladed paddle. Common meanings of the term are limited to when the canoeing is the central purpose of the activity.,Sports,Activity,
,Kayaking,Kayaking is the use of a kayak for moving across water. It is distinguished from canoeing by the sitting position of the paddler and the number of blades on the paddle.,Sports,Activity,
,Rowing (sport),"Rowing, sometimes referred to as crew in the United States, is a sport whose origins reach back to Ancient Egyptian times. It involves propelling a boat (racing shell) on water using oars. By pushing against the water with an oar, a force is generated to move the boat.",Sports,Activity,
,Backstroke,"Backstroke or back crawl is one of the four swimming styles used in competitive events regulated by FINA, and the only one of these styles swum on the back.",Sports,Activity,
,Breaststroke,"Breaststroke is a swimming style in which the swimmer is on their chest and the torso does not rotate. It is the most popular recreational style due to the swimmer's head being out of the water a large portion of the time, and that it can be swum comfortably at slow speeds.",Sports,Activity,
,Butterfly stroke,"The butterfly (colloquially shortened to fly) is a swimming stroke swum on the chest, with both arms moving symmetrically, accompanied by the butterfly kick (also known as the ""dolphin kick""). While other styles like the breaststroke, front crawl, or backstroke can be swum adequately by beginners, the butterfly is a more difficult stroke that requires good technique as well as strong muscles.",Sports,Activity,
,Freestyle swimming,"Freestyle is a category of swimming competition, defined by the rules of the International Swimming Federation (FINA), in which competitors are subject to few limited restrictions on their swimming stroke. Freestyle races are the most common of all swimming competitions, with distances beginning with 50 meters (50 yards) and reaching 1500 meters (1650 yards), also known as the mile. The term 'freestyle stroke' is sometimes used as a synonym for 'front crawl', as front crawl is the fastest swimming stroke. It is now the most common stroke used in freestyle competitions.",Sports,Activity,
,Scuba diving,"Scuba diving is a mode of underwater diving where the diver uses a self-contained underwater breathing apparatus (scuba), which is completely independent of surface supply, to breathe underwater.",Sports,Activity,
,Powerlifting,"Powerlifting is a strength sport that consists of three attempts at maximal weight on three lifts: squat, bench press, and deadlift.",Sports,Activity,
,Sports car racing,Sports car racing is a form of motorsport road racing which utilises sports cars that have two seats and enclosed wheels. They may be purpose-built (Prototype) or related to road-going models (Grand Touring).,Sports,Activity,
,Arm wrestling,"Arm wrestling (or armwrestling), also known as ""armfighting"" is a sport involving two participants. Each places one arm on a surface with their elbows bent and touching the surface, and they grip each other's hand. The goal is to pin the other's arm onto the surface, the winner's arm over the loser's arm.",Sports,Activity,
,Thumb wrestling,"A thumb war (also called thumb wrestling, pea-knuckle or pea-knuckle war in New Zealand) is a game played by two players in which the thumbs are used to simulate fighting. The object of the game is to pin the opponent's thumb, often to a count of three.",Sports,Activity,
,Tug-o-war,"Tug of war (also known as tug o' war, tug war, rope war, rope pulling, or tugging war) is a sport that pits two teams against each other in a test of strength: teams pull on opposite ends of a rope, with the goal being to bring the rope a certain distance in one direction against the force of the opposing team's pull.",Sports,Activity,
,Swimming,"Swimming is an individual or team racing sport that requires the use of one's entire body to move through water. The sport takes place in pools or open water (e.g., in a sea or lake).",Sports,Activity,
