Item ID,Name,Description,Tag 1,Tag 2,Tag 3
0x0100b,Phoenix Wright Case 2-4,"Farewell, My Turnabout: As a television star is found murdered, Wright discovers that Maya has been kidnapped. The defense attorney finds his morality tested as an anonymous caller demands that he get the prime suspect a complete acquittal, or else...",,,
0x0100c,Phoenix Wright: Trials and Tribulations,The third Phoenix Wright game,,,
0x0100d,Phoenix Wright Case 3-1,"Episode 1: Turnabout Memories is the first episode of the video game Phoenix Wright: Ace Attorney: Trials and Tribulations. The player assumes the role of Mia Fey in her second court trial, set to defend Phoenix Wright, an art student in Ivy University, from the charge of murdering Doug Swallow. Dahlia Hawthorne debuts in this case.",,,
0x0100e,Phoenix Wright Case 3-2,"Episode 2: The Stolen Turnabout is the second episode in the video game Phoenix Wright: Ace Attorney: Trials and Tribulations. Phoenix Wright must defend Ron DeLite as he is charged with the theft of the Sacred Urn of Kurain Village and, later, the murder of Kane Bullard. Prosecutor Godot debuts in this episode.",,,
0x0100f,Phoenix Wright Case 3-3,"Episode 3: Recipe for Turnabout is the third episode in Phoenix Wright: Ace Attorney: Trials and Tribulations.One month ago, former policewoman Maggey Byrde once again found herself on trial for a murder she did not commit. Accused of killing a computer programmer, Maggey was convicted after receiving a shoddy defense from an impostor posing as Phoenix Wright. Now, the real Phoenix demands a retrial for this case, and pieces together the truth behind this murder.",,,
0x01010,Phoenix Wright Case 3-4,"Episode 4: Turnabout Beginnings is the fourth episode in Phoenix Wright: Ace Attorney: Trials and Tribulations. This episode marks the courtroom debuts of defense attorney Mia Fey and prosecutor Miles Edgeworth. This episode takes place one year prior to Mia's second trial, which was shown in the game's first episode. In this episode, a death row inmate and prison escapee is suspected of murdering the policewoman whose testimony put him on death row five years prior on a bridge, and it is up to Mia to defend him. Mia is assisted by a coffee loving man who is strikingly familiar to the enigmatic prosecutor of the game's previous two episodes.",,,
0x01011,Phoenix Wright Case 3-5,"Episode 5: Bridge to the Turnabout is the final episode in Phoenix Wright: Ace Attorney: Trials and Tribulations and the final case in the original Phoenix Wright: Ace Attorney Trilogy. This episode acts as a final reunion of the main characters throughout the trilogy, as well as bringing closure to the overall story arc of the game itself.",,,
0x01012,Apollo Justice: Ace Attorney,The fourth game in the ace attorney series,,,
0x01013,Apollo Justice Case 4-1,"Episode 1: Turnabout Trump is the first episode in the game Apollo Justice: Ace Attorney and follows the first trial of the protagonist, Apollo Justice, as a defense attorney. Justice's first case is the defense of the legendary former defense attorney Phoenix Wright, who has been accused of murdering his opponent in a poker game.",,,
0x01014,Apollo Justice Case 4-2,"Episode 2: Turnabout Corner is the second case in Apollo Justice: Ace Attorney. Two months after losing his job at Gavin Law Offices as a result of his first trial, Apollo Justice visits Phoenix Wright's old office and is immediately pulled into investigating three separate incidents that happened the previous night. With Phoenix's daughter Trucy helping him out, Justice learns that these seemingly unrelated events are actually connected to a fourth, more serious incident: a murder allegedly committed by the son of local crime lords Winfred and Plum Kitaki. In taking the case, Justice discovers more about the strange power of his bracelet and is introduced to his ex-mentor's brother, Klavier Gavin, who goes up against him on the prosecutor's bench. This episode also reintroduces Detective Ema Skye, whose once-cheerful demeanor has largely given way to cynicism and disappointment at failing to achieve her dreams.",,,
0x01015,Apollo Justice Case 4-3,"Episode 3: Turnabout Serenade is the third episode in the video game Apollo Justice: Ace Attorney. The Borginian duo Lamiroir and Machi Tobaye are invited by the Gavinners to guest perform in their ""Guilty as Charged"" Tour. However, the concert comes to a shocking conclusion when Lamiroir's manager, Romein LeTouse, is murdered in a series of events that seem to mimic the lyrics to the song ""The Guitar's Serenade"".",,,
0x01016,Apollo Justice Case 4-4,"Episode 4: Turnabout Succession is the fourth and final episode of Apollo Justice: Ace Attorney. In it, Phoenix Wright arranges a test trial for the so-called ""Jurist System"", in which the verdict is decided by the consensus of six jurors from the public, instead of being rendered by the judge. Although Wright promises a simple case involving a young woman being accused of poisoning her father, defense attorney Apollo Justice and prosecutor Klavier Gavin soon learn that it is, in fact, connected to Wright's infamous final trial from seven years ago, in which he was caught presenting forged evidence and disbarred.",,,
0x01017,Phoenix Wright: Dual Destinies,The fifth game in the ace attorney series,,,
0x01018,Phoenix Wright Case 5-1,"Episode 1: Turnabout Countdown is the first episode of the game Phoenix Wright: Ace Attorney: Dual Destinies. It follows the second trial of defense attorney Phoenix Wright since his disbarment. Wright must defend the schoolgirl Juniper Woods on the charge of planting a bomb that destroyed Courtroom No. 4, resulting in the death of Detective Candice Arme. The episode introduces Athena Cykes, Wright's new assistant, and also reintroduces Apollo Justice, who is also an assistant of Wright.",,,
0x01019,Phoenix Wright Case 5-2,"Episode 2: The Monstrous Turnabout is the second episode of Phoenix Wright: Ace Attorney: Dual Destinies. Jinxie Tenma has invited Trucy Wright and Apollo Justice for a celebration at Nine-Tails Vale. The festivities are abruptly interrupted, however, when the alderman of Nine-Tails Vale is found dead with a spear through his chest, and Jinxie Tenma's father, Damian Tenma, is arrested as the main suspect.",,,
0x0101a,Phoenix Wright Case 5-3,"Episode 3: Turnabout Academy is the third episode of the game Phoenix Wright: Ace Attorney: Dual Destinies. When a murder occurs at the Themis Legal Academy matching the one depicted in a mock trial, Juniper Woods, who set up the mock trial, finds herself as the defendant in a real one. Woods's friend Athena Cykes takes up her case, with Apollo Justice as co-counsel, against the mysterious convict prosecutor Simon Blackquill.",,,
0x0101b,Phoenix Wright Case 5-4,"Episode 4: The Cosmic Turnabout is the fourth episode of the game Phoenix Wright: Ace Attorney: Dual Destinies. When Apollo Justice's friend Clay Terran is murdered at the Cosmos Space Center, he takes on the case with Solomon Starbuck as his client. However, a deeper plot begins to play out behind the scenes, involving a mysterious ""phantom"" that Simon Blackquill has been chasing for seven years. Tensions rise even further when Apollo Justice suddenly leaves the agency to investigate the case on his own, leaving Phoenix Wright to handle Starbuck's case.",,,
0x0101c,Phoenix Wright Case 5-5,"Episode 5: Turnabout for Tomorrow is the fifth and final episode of Phoenix Wright: Ace Attorney: Dual Destinies, and is a direct continuation of the events of the previous episode, The Cosmic Turnabout. Central to this episode is the UR-1 Incident that occurred seven years prior to the game, which resulted in the death of Athena Cykes's mother Metis Cykes, as well as the arrest and subsequent imprisonment of prosecutor Simon Blackquill. Phoenix Wright uncovers the truth behind the UR-1 Incident and the murder of Clay Terran, and confronts the phantom behind the scenes of it all.",,,
0x0101d,Phoenix Wright: Spirit of Justice,The sixth game in the ace attorney series,,,
0x0101e,Phoenix Wright Case 6-1,"Episode 1: The Foreign Turnabout is the first episode of Phoenix Wright: Ace Attorney: Spirit of Justice. Phoenix Wright heads to the Kingdom of Khura'in to check up on his old friend, Maya Fey. While sightseeing, his tour guide, Ahlbi Ur'gaid, is arrested on suspicion of stealing the precious Founder's Orb and murdering a guard named Paht Rohl.",,,
0x0101f,Phoenix Wright Case 6-2,"Episode 2: The Magical Turnabout is the second episode of Phoenix Wright: Ace Attorney: Spirit of Justice. When a fellow performer dies during a magic show at the Penrose Theater, Trucy Wright is put on trial for murder. With Phoenix Wright out of the country, it is up to Apollo Justice and Athena Cykes to clear Trucy's name and save the Wright Anything Agency.",,,
0x01020,Phoenix Wright Case 6-3,Episode 3: The Rite of Turnabout is the third episode of Phoenix Wright: Ace Attorney: Spirit of Justice. Phoenix Wright's second case in Khura'in sees him once again defending his long-time friend Maya Fey on murder charges after a priest is killed during the final rite of her training.,,,
0x01021,Phoenix Wright Case 6-4,"Episode 4: Turnabout Storyteller is the fourth episode of Phoenix Wright: Ace Attorney: Spirit of Justice. Athena Cykes takes on the case of Bucky Whet, a soba shop worker and an acquaintance of Simon Blackquill, who is accused of murdering Taifu Toneido at a yose, a theatre for performing rakugo.",,,
0x01022,Phoenix Wright Case 6-5,"Episode 5: Turnabout Revolution is the fifth and final episode of the main story of Phoenix Wright: Ace Attorney: Spirit of Justice. It is a two-part finale that follows Apollo Justice as he fights to resolve two cases with even higher stakes than his previous trial. In the first case, a dispute over the artifact known as the Founder's Orb leads to him and Athena Cykes facing Phoenix Wright on opposite sides of an American courtroom in a civil trial. The second case takes place in Khura'in, where Dhurke Sahdmadhi, the leader of the Defiant Dragons, is caught and tried for the murder of Minister Inga Karkhuul Khura'in. As the fate of the Khura'inese revolution against the Defense Culpability Act hangs in the balance, Apollo Justice faces his greatest challenge as he confronts not only his past, but the ruling monarch of Khura'in herself.",,,
,Ace Attorney Investigations 1,"Ace Attorney Investigations: Miles Edgeworth is the fifth game in the Ace Attorney series, taking place about a month after the third game.",,,
,Ace Attorney Investigations Case 1-1,"Episode 1: Turnabout Visitor is the first episode of Ace Attorney Investigations: Miles Edgeworth. It concerns the murder of a detective in Miles Edgeworth's office. Although the first episode in the game, it is actually the fourth one chronologically.",,,
,Ace Attorney Investigations Case 1-2,"Episode 2: Turnabout Airlines is the second episode of Ace Attorney Investigations: Miles Edgeworth. It involves a murder on an airplane, and Edgeworth must solve the case before he himself is incriminated. This is also the first case in the game chronologically other than the flashback case Turnabout Reminiscence.",,,
,Ace Attorney Investigations Case 1-3,"Episode 3: The Kidnapped Turnabout is the third episode of Ace Attorney Investigations: Miles Edgeworth. In this episode, Ernest Amano sends Miles Edgeworth to drop off a ransom for his kidnapped son Lance Amano, and things go south from there. Chronologically, this episode takes place after the second episode, but before the first one.",,,
,Ace Attorney Investigations Case 1-4,"This episode chronicles what was originally going to be the first trial of Miles Edgeworth, until the trial was canceled due to the murders of both the defendant and the prosecutor whom Edgeworth was set to replace. Edgeworth's mentor, Manfred von Karma, tasks both Miles and his teen daughter with investigating the double murder. This episode shows Edgeworth's first meetings with both Dick Gumshoe and Kay Faraday. What would later be Edgeworth's first trial was shown in Turnabout Beginnings.",,,
,Ace Attorney Investigations Case 1-5,Episode 5: Turnabout Ablaze is the fifth and final episode of Ace Attorney Investigations: Miles Edgeworth. It all starts when Kay Faraday is accused of murdering a man in a burnt-out embassy office. Cameos abound and two countries that were once one clash as Miles Edgeworth finally defeats the international smuggling ring and solves the mystery of the Great Thief Yatagarasu.,,,
,Ace Attorney Investigations 2,"Gyakuten Kenji 2, also referred to as Ace Attorney Investigations 2 by Capcom staff, is the sequel to Gyakuten Kenji (known as Ace Attorney Investigations: Miles Edgeworth in English) and the sixth game in the Ace Attorney series of text adventure video games.",,,
,Ace Attorney Investigations Case 2-1,"Episode 1: Turnabout Target is the first case in Gyakuten Kenji 2. It is set about two weeks after Turnabout Ablaze, the final case of the previous game. In this episode, Miles Edgeworth and Dick Gumshoe reunite with Kay Faraday while investigating an unsuccessful assassination attempt on the president of Zheng Fa at Gourd Lake. During the investigation, Edgeworth reunites with an old enemy of his, and later has to investigate the murder of the president's lead bodyguard.",,,
,Ace Attorney Investigations Case 2-2,"Episode 2: The Imprisoned Turnabout is the second case of Gyakuten Kenji 2. The case takes place in a prison, and follows Miles Edgeworth as he crosses paths with judge Justine Courtney and prosecutor Sebastian Debeste for the first time, and reunites with an old friend of his father's, Raymond Shields.",,,
,Ace Attorney Investigations Case 2-3,"Episode 3: The Inherited Turnabout is the third episode of Gyakuten Kenji 2. Raymond Shields takes Miles Edgeworth to a mansion once owned by Jeffrey Master and tells him about the IS-7 Incident. This incident is Gregory Edgeworth's final case, in which he attempts to clear Master of a murder charge while confronting the infamous Manfred von Karma. As the story is being told, someone attempts to murder one of the people involved in the IS-7 Incident, and Sebastian Debeste and Justine Courtney take over the ensuing investigation. In order to solve the case, Miles must connect the two incidents together, and finish what his father started.",,,
,Ace Attorney Investigations Case 2-4,"Episode 4: The Forgotten Turnabout is the fourth and penultimate episode of Gyakuten Kenji 2. When Kay Faraday shows up in Miles Edgeworth's office with memory loss, the prosecutor heads to Grand Tower with her and Dick Gumshoe to investigate what happened to her. However, complications arise when a member of the Prosecutorial Investigation Committee turns up dead, and Faraday becomes the prime suspect. As the accusations pile on, Edgeworth makes a shocking decision and lays everything on the line to save Faraday and get to the truth behind the case.",,,
,Ace Attorney Investigations Case 2-5,"Taking place immediately after the end of the previous episode, Miles Edgeworth and Kay Faraday find themselves investigating the murder of Zheng Fa President Di-Jun Huang, whom they had exposed the staged assassination attempt of only weeks prior. In addition to this, a child is kidnapped, and the duo go on a mission to find him before time runs out. This case brings a resolution to the overarching plot of the game. In this episode, Edgeworth determines which path he will follow, helps Sebastian Debeste confront his father, resolves a 12-year old murder case of key significance to the present-day case, and finally exposes and confronts the true mastermind behind all of the game's events.",,,
,,,,,
,,,,,
,,,,,
0x01023,Phoenix Wright,,,,
0x01024,Mia Fey,,,,
0x01025,Larry Butz,,,,
0x01026,Payne,,,,
0x01027,Cindy Stone,,,,
0x01028,Frank Sahwit,,,,
0x01029,Thinker statue,,,,
,,,,,
0x0102a,Miles Edgeworth (beginning),,,,
0x0102b,Dick Gumshoe,,,,
0x0102c,Redd White,,,,
0x0102d,Maya Fey,,,,
0x0102e,Judge,,,,
0x0102f,Bellboy,,,,
0x01030,April May,,,,
0x01031,Grossberg,,,,
,,,,,
,,,,,
0x01032,Will Powers,,,,
0x01033,Dee Vasquez,,,,
0x01034,Penny Nichols,,,,
0x01035,Wendy Oldbag,,,,
0x01036,Jack Hammer,,,,
0x01037,Sal Manella,,,,
0x01038,Cody Hackins,,,,
0x01039,Steel Samurai,,,,
0x0103a,the fence,,,,
0x0103b,Mr. Monkey,,,,
,,,,,
,,,,,
0x0103c,Manfred von Karma,,,,
0x0103d,Robert Hammond,,,,
0x0103e,Yanni Yogi,,,,
0x0103f,DL-6,,,,
0x01040,Lotta Hart,,,,
,,,,,
,,,,,
0x01041,Lana Skye,,,,
0x01042,Ema Skye,,,,
0x01043,Neil Marshall,,,,
0x01044,Jake Marshall,,,,
0x01045,Bruce Goodman,,,,
0x01046,Angel Starr,,,,
0x01047,Damon Gant,,,,
0x01048,Mike Meekins,,,,
0x01049,Joe Darke,,,,
0x0104a,Miles Edgeworth (post DL-6),,,,
0x0104b,SL-9,,,,
,,,,,
0x0104c,Richard Wellington,,,,
0x0104d,Maggey Byrde,,,,
0x0104e,Dustin Prince,,,,
0x0104f,banana glove,,,,
,,,,,
0x01050,Pearl Fey,,,,
0x01051,Dr. Grey,,,,
0x01052,Ini Miney,,,,
0x01053,Mimi Miney,,,,
0x01054,Morgan Fey,,,,
0x01055,Franziska von Karma (start),,,,
,,,,,
,,,,,
0x01056,Maximillian Galactica,,,,
